"invoiceno","customerid","country","invoicemonth","totalinvoiceamount","totalitems","distinctproducts","highvaluebasket"
"546103","13093",United Kingdom,2011-03-01 00:00:00.000,304.50,124,5,1
"546104","14527",United Kingdom,2011-03-01 00:00:00.000,98.70,15,11,0
"546105","14662",United Kingdom,2011-03-01 00:00:00.000,260.03,222,42,1
"546107","17238",United Kingdom,2011-03-01 00:00:00.000,227.32,133,45,1
"546108","15529",United Kingdom,2011-03-01 00:00:00.000,381.21,334,59,1
"546109","",United Kingdom,2011-03-01 00:00:00.000,33.90,2,2,0
"546110","17770",United Kingdom,2011-03-01 00:00:00.000,261.60,32,7,1
"546111","14165",United Kingdom,2011-03-01 00:00:00.000,120.44,53,23,1
"546112","15769",United Kingdom,2011-03-01 00:00:00.000,330.00,200,1,1
"546113","14344",United Kingdom,2011-03-01 00:00:00.000,146.18,157,22,1
"546115","15379",United Kingdom,2011-03-01 00:00:00.000,371.84,188,21,1
"546116","15367",United Kingdom,2011-03-01 00:00:00.000,764.58,412,36,1
"546117","16771",United Kingdom,2011-03-01 00:00:00.000,704.33,353,71,1
"546118","13078",United Kingdom,2011-03-01 00:00:00.000,846.45,212,26,1
"546119","16945",United Kingdom,2011-03-01 00:00:00.000,308.98,201,19,1
"546120","16945",United Kingdom,2011-03-01 00:00:00.000,79.92,104,6,0
"546121","14085",United Kingdom,2011-03-01 00:00:00.000,155.45,107,25,1
"546122","15581",United Kingdom,2011-03-01 00:00:00.000,91.54,35,15,0
"546123","16419",United Kingdom,2011-03-01 00:00:00.000,264.27,107,7,1
"546127","17730",United Kingdom,2011-03-01 00:00:00.000,411.18,158,10,1
"546132","15057",United Kingdom,2011-03-01 00:00:00.000,358.50,54,3,1
"546133","14291",United Kingdom,2011-03-01 00:00:00.000,984.88,516,52,1
"546134","13493",Switzerland,2011-03-01 00:00:00.000,439.28,314,4,1
"546135","12388",Australia,2011-03-01 00:00:00.000,210.90,90,10,1
"546136","",United Kingdom,2011-03-01 00:00:00.000,1659.07,402,219,1
"546153","13538",United Kingdom,2011-03-01 00:00:00.000,337.50,50,5,1
"546154","13953",United Kingdom,2011-03-01 00:00:00.000,500.00,400,1,1
"546155","15632",United Kingdom,2011-03-01 00:00:00.000,394.63,307,26,1
"546156","14297",United Kingdom,2011-03-01 00:00:00.000,232.60,78,11,1
"546157","13502",United Kingdom,2011-03-01 00:00:00.000,74.56,50,5,0
"546158","13899",United Kingdom,2011-03-01 00:00:00.000,298.50,122,15,1
"546159","16471",United Kingdom,2011-03-01 00:00:00.000,223.95,141,13,1
"546160","15838",United Kingdom,2011-03-01 00:00:00.000,3277.24,1844,32,1
"546161","17404",Sweden,2011-03-01 00:00:00.000,122.40,144,1,1
"546163","17377",United Kingdom,2011-03-01 00:00:00.000,146.23,57,12,1
"546164","15939",United Kingdom,2011-03-01 00:00:00.000,547.35,165,7,1
"546165","18183",United Kingdom,2011-03-01 00:00:00.000,312.80,120,19,1
"546166","16553",United Kingdom,2011-03-01 00:00:00.000,270.40,208,3,1
"546169","14603",United Kingdom,2011-03-01 00:00:00.000,660.00,400,2,1
"546171","16359",United Kingdom,2011-03-01 00:00:00.000,130.56,90,5,1
"546172","14156",EIRE,2011-03-01 00:00:00.000,585.32,264,30,1
"546182","14334",United Kingdom,2011-03-01 00:00:00.000,366.53,249,25,1
"546189","13102",United Kingdom,2011-03-01 00:00:00.000,300.54,191,16,1
"546190","13102",United Kingdom,2011-03-01 00:00:00.000,199.20,80,9,1
"546212","14156",EIRE,2011-03-01 00:00:00.000,3500.50,2826,27,1
"546213","14156",EIRE,2011-03-01 00:00:00.000,1614.60,108,3,1
"546215","14713",United Kingdom,2011-03-01 00:00:00.000,124.95,87,29,1
"546216","18173",United Kingdom,2011-03-01 00:00:00.000,853.48,664,14,1
"546218","14667",United Kingdom,2011-03-01 00:00:00.000,144.90,58,14,1
"546220","16745",United Kingdom,2011-03-01 00:00:00.000,541.10,584,28,1
"546223","14854",United Kingdom,2011-03-01 00:00:00.000,462.28,288,21,1
"546230","13871",United Kingdom,2011-03-01 00:00:00.000,397.55,145,22,1
"546235","14976",United Kingdom,2011-03-01 00:00:00.000,115.57,46,20,1
"546236","12370",Cyprus,2011-03-01 00:00:00.000,938.39,1005,48,1
"546237","16625",United Kingdom,2011-03-01 00:00:00.000,333.08,164,23,1
"546239","14064",United Kingdom,2011-03-01 00:00:00.000,185.15,167,12,1
"546242","16743",United Kingdom,2011-03-01 00:00:00.000,360.78,306,27,1
"546243","15308",United Kingdom,2011-03-01 00:00:00.000,310.47,175,19,1
"546246","14841",United Kingdom,2011-03-01 00:00:00.000,789.90,322,30,1
"546247","18086",United Kingdom,2011-03-01 00:00:00.000,101.34,106,7,1
"546248","16477",United Kingdom,2011-03-01 00:00:00.000,214.50,112,13,1
"546249","14606",United Kingdom,2011-03-01 00:00:00.000,99.95,47,24,0
"546250","14350",United Kingdom,2011-03-01 00:00:00.000,282.93,183,18,1
"546251","16553",United Kingdom,2011-03-01 00:00:00.000,576.10,872,17,1
"546252","14930",Channel Islands,2011-03-01 00:00:00.000,1104.13,701,62,1
"546253","16080",United Kingdom,2011-03-01 00:00:00.000,130.26,66,5,1
"546254","14727",United Kingdom,2011-03-01 00:00:00.000,268.58,62,10,1
"546255","13468",United Kingdom,2011-03-01 00:00:00.000,245.52,180,16,1
"546261","17841",United Kingdom,2011-03-01 00:00:00.000,137.84,70,46,1
"546263","14156",EIRE,2011-03-01 00:00:00.000,461.60,218,3,1
"546275","13126",United Kingdom,2011-03-01 00:00:00.000,209.94,246,16,1
"546279","17841",United Kingdom,2011-03-01 00:00:00.000,4.25,1,1,0
"546293","",United Kingdom,2011-03-01 00:00:00.000,67.80,12,9,0
"546301","16778",United Kingdom,2011-03-01 00:00:00.000,93.18,66,5,0
"546303","",United Kingdom,2011-03-01 00:00:00.000,8.62,1,1,0
"546304","14077",United Kingdom,2011-03-01 00:00:00.000,117.11,63,20,1
"546305","14056",United Kingdom,2011-03-01 00:00:00.000,232.43,156,34,1
"546306","",United Kingdom,2011-03-01 00:00:00.000,1587.23,345,165,1
"546310","15291",United Kingdom,2011-03-01 00:00:00.000,330.60,52,5,1
"546311","",United Kingdom,2011-03-01 00:00:00.000,7.90,2,2,0
"546312","",United Kingdom,2011-03-01 00:00:00.000,16.95,1,1,0
"546314","16808",United Kingdom,2011-03-01 00:00:00.000,166.50,116,19,1
"546315","16558",United Kingdom,2011-03-01 00:00:00.000,365.18,160,22,1
"546316","17076",United Kingdom,2011-03-01 00:00:00.000,182.70,54,7,1
"546317","14913",United Kingdom,2011-03-01 00:00:00.000,314.96,484,25,1
"546318","16013",United Kingdom,2011-03-01 00:00:00.000,255.00,100,1,1
"546319","17949",United Kingdom,2011-03-01 00:00:00.000,345.60,480,1,1
"546321","16475",United Kingdom,2011-03-01 00:00:00.000,310.00,192,20,1
"546322","14114",United Kingdom,2011-03-01 00:00:00.000,191.40,12,4,1
"546324","13265",United Kingdom,2011-03-01 00:00:00.000,307.44,162,13,1
"546326","13798",United Kingdom,2011-03-01 00:00:00.000,583.30,508,5,1
"546328","14911",EIRE,2011-03-01 00:00:00.000,1687.17,1,1,1
"546329","14911",EIRE,2011-03-01 00:00:00.000,1687.17,1,1,1
"546330","16817",United Kingdom,2011-03-01 00:00:00.000,141.45,79,9,1
"546331","13133",United Kingdom,2011-03-01 00:00:00.000,57.45,21,4,0
"546364","",United Kingdom,2011-03-01 00:00:00.000,190.52,126,28,1
"546365","12520",Germany,2011-03-01 00:00:00.000,987.42,618,60,1
"546366","12748",United Kingdom,2011-03-01 00:00:00.000,106.11,75,19,1
"546367","15513",United Kingdom,2011-03-01 00:00:00.000,1726.60,504,30,1
"546368","",United Kingdom,2011-03-01 00:00:00.000,280.67,144,16,1
"546369","15513",United Kingdom,2011-03-01 00:00:00.000,67.50,10,1,0
"546372","13098",United Kingdom,2011-03-01 00:00:00.000,349.20,88,7,1
"546373","12583",France,2011-03-01 00:00:00.000,712.85,325,20,1
"546374","17194",United Kingdom,2011-03-01 00:00:00.000,10,1,1,0
"546376","13842",United Kingdom,2011-03-01 00:00:00.000,311.07,115,19,1
"546377","15049",United Kingdom,2011-03-01 00:00:00.000,121.17,63,3,1
"546378","14329",United Kingdom,2011-03-01 00:00:00.000,578.02,380,38,1
"546380","12748",United Kingdom,2011-03-01 00:00:00.000,13.00,6,4,0
"546381","12748",United Kingdom,2011-03-01 00:00:00.000,19.74,9,9,0
"546382","18149",United Kingdom,2011-03-01 00:00:00.000,227.78,102,9,1
"546383","13654",United Kingdom,2011-03-01 00:00:00.000,312.93,332,24,1
"546384","15311",United Kingdom,2011-03-01 00:00:00.000,826.07,627,22,1
"546385","16652",United Kingdom,2011-03-01 00:00:00.000,1588.16,744,22,1
"546386","14312",United Kingdom,2011-03-01 00:00:00.000,157.65,91,10,1
"546387","16766",United Kingdom,2011-03-01 00:00:00.000,572.80,268,17,1
"546388","",United Kingdom,2011-03-01 00:00:00.000,2676.13,623,90,1
"546389","16801",United Kingdom,2011-03-01 00:00:00.000,751.90,186,45,1
"546390","14083",United Kingdom,2011-03-01 00:00:00.000,14.40,120,1,0
"546391","17800",United Kingdom,2011-03-01 00:00:00.000,103.65,69,7,1
"546392","14587",United Kingdom,2011-03-01 00:00:00.000,201.57,93,42,1
"546393","",United Kingdom,2011-03-01 00:00:00.000,1.95,1,1,0
"546394","17164",United Kingdom,2011-03-01 00:00:00.000,627.13,427,39,1
"546396","13226",United Kingdom,2011-03-01 00:00:00.000,108.21,80,16,1
"546397","12971",United Kingdom,2011-03-01 00:00:00.000,153.75,51,6,1
"546398","13043",United Kingdom,2011-03-01 00:00:00.000,516.42,254,13,1
"546399","14352",United Kingdom,2011-03-01 00:00:00.000,231.30,94,9,1
"546401","17994",United Kingdom,2011-03-01 00:00:00.000,21.90,12,3,0
"546402","13305",United Kingdom,2011-03-01 00:00:00.000,156.60,84,5,1
"546403","16766",United Kingdom,2011-03-01 00:00:00.000,572.80,268,17,1
"546404","13509",United Kingdom,2011-03-01 00:00:00.000,127.20,120,1,1
"546405","17351",United Kingdom,2011-03-01 00:00:00.000,198.60,28,3,1
"546406","",United Kingdom,2011-03-01 00:00:00.000,1429.91,378,156,1
"546411","12939",United Kingdom,2011-03-01 00:00:00.000,1919.04,736,5,1
"546412","12748",United Kingdom,2011-03-01 00:00:00.000,70.29,13,5,0
"546413","17961",United Kingdom,2011-03-01 00:00:00.000,3.10,2,2,0
"546414","16768",United Kingdom,2011-03-01 00:00:00.000,183.25,47,23,1
"546415","17975",United Kingdom,2011-03-01 00:00:00.000,488.06,186,18,1
"546417","14800",United Kingdom,2011-03-01 00:00:00.000,629.25,536,42,1
"546418","17315",United Kingdom,2011-03-01 00:00:00.000,109.58,58,16,1
"546419","16693",United Kingdom,2011-03-01 00:00:00.000,153.41,50,21,1
"546420","14810",United Kingdom,2011-03-01 00:00:00.000,129.46,62,21,1
"546421","13700",United Kingdom,2011-03-01 00:00:00.000,301.04,333,37,1
"546422","15547",United Kingdom,2011-03-01 00:00:00.000,281.21,121,33,1
"546423","14502",United Kingdom,2011-03-01 00:00:00.000,220.47,124,63,1
"546424","13956",United Kingdom,2011-03-01 00:00:00.000,118.02,56,21,1
"546425","16983",United Kingdom,2011-03-01 00:00:00.000,263.59,187,18,1
"546426","13708",United Kingdom,2011-03-01 00:00:00.000,285.33,301,49,1
"546427","14606",United Kingdom,2011-03-01 00:00:00.000,103.89,54,29,1
"546428","12681",France,2011-03-01 00:00:00.000,343.29,185,18,1
"546429","17611",United Kingdom,2011-03-01 00:00:00.000,365.37,367,89,1
"546430","15918",United Kingdom,2011-03-01 00:00:00.000,142.00,66,21,1
"546431","16954",United Kingdom,2011-03-01 00:00:00.000,414.30,338,17,1
"546432","14180",United Kingdom,2011-03-01 00:00:00.000,227.00,36,11,1
"546433","12778",Netherlands,2011-03-01 00:00:00.000,117.93,152,8,1
"546434","12383",Belgium,2011-03-01 00:00:00.000,357.07,91,15,1
"546435","15671",United Kingdom,2011-03-01 00:00:00.000,356.19,213,21,1
"546436","14962",United Kingdom,2011-03-01 00:00:00.000,126.70,44,5,1
"546437","16807",United Kingdom,2011-03-01 00:00:00.000,371.23,311,22,1
"546438","15125",United Kingdom,2011-03-01 00:00:00.000,3840.88,2224,38,1
"546440","16871",United Kingdom,2011-03-01 00:00:00.000,535.02,256,32,1
"546441","15159",United Kingdom,2011-03-01 00:00:00.000,446.80,80,7,1
"546442","15159",United Kingdom,2011-03-01 00:00:00.000,207.30,54,5,1
"546443","12901",United Kingdom,2011-03-01 00:00:00.000,349.80,480,7,1
"546444","",United Kingdom,2011-03-01 00:00:00.000,7.35,7,2,0
"546462","12845",United Kingdom,2011-03-01 00:00:00.000,208.80,144,1,1
"546464","13225",United Kingdom,2011-03-01 00:00:00.000,734.44,260,4,1
"546465","14395",United Kingdom,2011-03-01 00:00:00.000,360.24,180,32,1
"546466","18118",United Kingdom,2011-03-01 00:00:00.000,368.03,149,72,1
"546479","12682",France,2011-03-01 00:00:00.000,479.40,187,21,1
"546480","13452",United Kingdom,2011-03-01 00:00:00.000,295,1,1,1
"546486","15039",United Kingdom,2011-03-01 00:00:00.000,377.88,172,28,1
"546498","15493",United Kingdom,2011-03-01 00:00:00.000,514.91,152,78,1
"546502","16005",United Kingdom,2011-03-01 00:00:00.000,154.92,72,55,1
"546508","15971",United Kingdom,2011-03-01 00:00:00.000,184.50,90,4,1
"546509","14911",EIRE,2011-03-01 00:00:00.000,522.60,207,31,1
"546510","16353",United Kingdom,2011-03-01 00:00:00.000,175.72,96,9,1
"546520","14911",EIRE,2011-03-01 00:00:00.000,706.60,498,41,1
"546521","16013",United Kingdom,2011-03-01 00:00:00.000,679.50,130,3,1
"546522","13319",United Kingdom,2011-03-01 00:00:00.000,373.84,175,19,1
"546523","13319",United Kingdom,2011-03-01 00:00:00.000,52.20,36,3,0
"546524","17811",United Kingdom,2011-03-01 00:00:00.000,110.84,45,11,1
"546525","14733",United Kingdom,2011-03-01 00:00:00.000,619.60,312,16,1
"546526","15061",United Kingdom,2011-03-01 00:00:00.000,285.00,120,5,1
"546527","15061",United Kingdom,2011-03-01 00:00:00.000,149.40,40,2,1
"546528","15311",United Kingdom,2011-03-01 00:00:00.000,2329.15,1705,38,1
"546530","17404",Sweden,2011-03-01 00:00:00.000,4400.28,5156,27,1
"546531","15738",United Kingdom,2011-03-01 00:00:00.000,391.80,208,12,1
"546532","14060",United Kingdom,2011-03-01 00:00:00.000,140.00,80,2,1
"546533","15388",Canada,2011-03-01 00:00:00.000,140.54,88,10,1
"546534","16150",United Kingdom,2011-03-01 00:00:00.000,571.06,326,33,1
"546537","15005",United Kingdom,2011-03-01 00:00:00.000,181.44,86,33,1
"546538","16327",United Kingdom,2011-03-01 00:00:00.000,582.35,359,34,1
"546539","",United Kingdom,2011-03-01 00:00:00.000,2.95,1,1,0
"546540","15061",United Kingdom,2011-03-01 00:00:00.000,512.28,404,8,1
"546541","14911",EIRE,2011-03-01 00:00:00.000,596.05,231,30,1
"546542","13263",United Kingdom,2011-03-01 00:00:00.000,305.99,232,81,1
"546543","17841",United Kingdom,2011-03-01 00:00:00.000,174.86,110,50,1
"546544","16570",United Kingdom,2011-03-01 00:00:00.000,454.08,232,16,1
"546545","16804",United Kingdom,2011-03-01 00:00:00.000,118.05,34,19,1
"546549","17799",United Kingdom,2011-03-01 00:00:00.000,258.41,132,43,1
"546550","17799",United Kingdom,2011-03-01 00:00:00.000,6.35,1,1,0
"546552","13082",United Kingdom,2011-03-01 00:00:00.000,271.50,192,17,1
"546553","13499",United Kingdom,2011-03-01 00:00:00.000,158.23,121,9,1
"546554","16037",United Kingdom,2011-03-01 00:00:00.000,251.56,188,15,1
"546555","17675",United Kingdom,2011-03-01 00:00:00.000,696.85,271,22,1
"546556","16156",United Kingdom,2011-03-01 00:00:00.000,309.02,122,11,1
"546558","",Hong Kong,2011-03-01 00:00:00.000,2583.76,1,1,1
"546560","12931",United Kingdom,2011-03-01 00:00:00.000,62.50,50,1,0
"546561","18260",United Kingdom,2011-03-01 00:00:00.000,533.90,353,34,1
"546562","16293",United Kingdom,2011-03-01 00:00:00.000,317.56,133,19,1
"546563","15047",United Kingdom,2011-03-01 00:00:00.000,343.62,222,22,1
"546569","14016",EIRE,2011-03-01 00:00:00.000,1477.56,511,45,1
"546580","14911",EIRE,2011-03-01 00:00:00.000,870.59,328,24,1
"546622","17954",United Kingdom,2011-03-01 00:00:00.000,107.25,91,25,1
"546624","14193",United Kingdom,2011-03-01 00:00:00.000,422.54,250,23,1
"546625","17542",United Kingdom,2011-03-01 00:00:00.000,170.75,134,24,1
"546631","15181",United Kingdom,2011-03-01 00:00:00.000,300.00,48,2,1
"546632","17080",United Kingdom,2011-03-01 00:00:00.000,76.32,72,1,0
"546633","16168",United Kingdom,2011-03-01 00:00:00.000,163.20,128,2,1
"546634","14527",United Kingdom,2011-03-01 00:00:00.000,78.04,23,12,0
"546635","16392",United Kingdom,2011-03-01 00:00:00.000,217.89,201,41,1
"546636","14534",United Kingdom,2011-03-01 00:00:00.000,137.90,56,22,1
"546637","13854",United Kingdom,2011-03-01 00:00:00.000,292.30,34,3,1
"546638","15106",United Kingdom,2011-03-01 00:00:00.000,410.70,258,26,1
"546639","13971",United Kingdom,2011-03-01 00:00:00.000,309.34,238,19,1
"546640","14092",United Kingdom,2011-03-01 00:00:00.000,238.20,100,13,1
"546642","12779",Poland,2011-03-01 00:00:00.000,317.78,162,9,1
"546643","16214",United Kingdom,2011-03-01 00:00:00.000,542.97,286,30,1
"546644","15932",United Kingdom,2011-03-01 00:00:00.000,339.34,268,15,1
"546646","13716",United Kingdom,2011-03-01 00:00:00.000,138.28,138,21,1
"546648","",United Kingdom,2011-03-01 00:00:00.000,1794.43,405,78,1
"546649","",United Kingdom,2011-03-01 00:00:00.000,507.30,77,46,1
"546650","",United Kingdom,2011-03-01 00:00:00.000,431.36,58,41,1
"546651","",United Kingdom,2011-03-01 00:00:00.000,440.91,65,37,1
"546652","",United Kingdom,2011-03-01 00:00:00.000,664.84,119,53,1
"546653","",United Kingdom,2011-03-01 00:00:00.000,549.52,77,49,1
"546654","",United Kingdom,2011-03-01 00:00:00.000,503.63,70,34,1
"546655","",United Kingdom,2011-03-01 00:00:00.000,411.24,53,36,1
"546656","",United Kingdom,2011-03-01 00:00:00.000,662.95,95,54,1
"546657","17816",United Kingdom,2011-03-01 00:00:00.000,5.10,6,1,0
"546658","15150",United Kingdom,2011-03-01 00:00:00.000,501.25,331,33,1
"546659","16996",United Kingdom,2011-03-01 00:00:00.000,242.40,108,9,1
"546660","14156",EIRE,2011-03-01 00:00:00.000,1041.45,335,27,1
"546662","16782",United Kingdom,2011-03-01 00:00:00.000,95.00,32,6,0
"546663","",United Kingdom,2011-03-01 00:00:00.000,7.12,3,3,0
"546665","15867",United Kingdom,2011-03-01 00:00:00.000,215.49,77,14,1
"546667","14735",United Kingdom,2011-03-01 00:00:00.000,236.10,90,14,1
"546668","14735",United Kingdom,2011-03-01 00:00:00.000,218.10,86,9,1
"546669","14226",United Kingdom,2011-03-01 00:00:00.000,965.90,698,23,1
"546670","13451",United Kingdom,2011-03-01 00:00:00.000,607.13,428,107,1
"546677","18144",United Kingdom,2011-03-01 00:00:00.000,363.40,180,3,1
"546678","12681",France,2011-03-01 00:00:00.000,565.54,317,29,1
"546679","13121",United Kingdom,2011-03-01 00:00:00.000,283.73,252,50,1
"546681","16297",United Kingdom,2011-03-01 00:00:00.000,301.90,206,20,1
"546682","12994",United Kingdom,2011-03-01 00:00:00.000,352.60,166,22,1
"546683","12868",United Kingdom,2011-03-01 00:00:00.000,248.27,147,18,1
"546684","16152",United Kingdom,2011-03-01 00:00:00.000,1829.04,642,29,1
"546685","15687",United Kingdom,2011-03-01 00:00:00.000,369.90,124,21,1
"546686","14636",United Kingdom,2011-03-01 00:00:00.000,300.19,117,16,1
"546687","16040",United Kingdom,2011-03-01 00:00:00.000,422.43,285,22,1
"546688","16497",United Kingdom,2011-03-01 00:00:00.000,175.30,46,7,1
"546689","16985",United Kingdom,2011-03-01 00:00:00.000,680.40,230,13,1
"546690","16985",United Kingdom,2011-03-01 00:00:00.000,148.50,18,3,1
"546691","15793",United Kingdom,2011-03-01 00:00:00.000,306.64,192,3,1
"546724","12845",United Kingdom,2011-03-01 00:00:00.000,6.70,4,4,0
"546728","13983",United Kingdom,2011-03-01 00:00:00.000,290,2,1,1
"546729","18231",United Kingdom,2011-03-01 00:00:00.000,233.75,99,12,1
"546731","13089",United Kingdom,2011-03-01 00:00:00.000,912.81,435,26,1
"546732","14606",United Kingdom,2011-03-01 00:00:00.000,139.35,104,19,1
"546733","16029",United Kingdom,2011-03-01 00:00:00.000,705.6,336,3,1
"546734","16029",United Kingdom,2011-03-01 00:00:00.000,705.6,336,3,1
"546736","16013",United Kingdom,2011-03-01 00:00:00.000,414.72,576,1,1
"546737","13358",United Kingdom,2011-03-01 00:00:00.000,439.03,285,29,1
"546738","16422",United Kingdom,2011-03-01 00:00:00.000,853.08,1208,11,1
"546739","17511",United Kingdom,2011-03-01 00:00:00.000,3018.34,2374,42,1
"546741","13261",United Kingdom,2011-03-01 00:00:00.000,99.00,20,1,0
"546742","12849",United Kingdom,2011-03-01 00:00:00.000,668.85,489,33,1
"546748","15182",United Kingdom,2011-03-01 00:00:00.000,370.48,144,16,1
"546749","14543",United Kingdom,2011-03-01 00:00:00.000,328.60,44,3,1
"546750","14543",United Kingdom,2011-03-01 00:00:00.000,15.00,12,1,0
"546751","13668",United Kingdom,2011-03-01 00:00:00.000,311.66,167,26,1
"546752","13299",United Kingdom,2011-03-01 00:00:00.000,142.50,30,5,1
"546753","16383",United Kingdom,2011-03-01 00:00:00.000,309.46,298,48,1
"546754","13027",United Kingdom,2011-03-01 00:00:00.000,384.0,960,3,1
