invoiceno,customerid,country,invoicemonth,totalinvoiceamount,totalitems,distinctproducts,highvaluebasket,log_totalinvoiceamount
548898,17214.0,United Kingdom,2011-04-01 00:00:00.000,158.87,61,21,1,5.074360984976801
548899,15838.0,United Kingdom,2011-04-01 00:00:00.000,825.96,428,6,1,6.717756326260229
548900,17848.0,United Kingdom,2011-04-01 00:00:00.000,174.46,141,13,1,5.167411096700238
548907,15521.0,United Kingdom,2011-04-01 00:00:00.000,505.0,22,3,1,6.226536669287466
548909,12779.0,Poland,2011-04-01 00:00:00.000,705.84,432,25,1,6.560804331939855
548910,17940.0,United Kingdom,2011-04-01 00:00:00.000,172.8,864,2,1,5.157905212831292
548911,12951.0,United Kingdom,2011-04-01 00:00:00.000,155.19,55,9,1,5.051073214869631
548912,16586.0,United Kingdom,2011-04-01 00:00:00.000,463.95,95,8,1,6.141929872924206
548913,12669.0,France,2011-04-01 00:00:00.000,1136.3,1,1,1,7.036412311190399
548916,14849.0,United Kingdom,2011-04-01 00:00:00.000,422.34,377,26,1,6.048175638692024
548917,16817.0,United Kingdom,2011-04-01 00:00:00.000,215.9,70,12,1,5.379436417832829
548918,16105.0,United Kingdom,2011-04-01 00:00:00.000,336.96,330,13,1,5.822927545284644
548919,13013.0,United Kingdom,2011-04-01 00:00:00.000,649.32,355,31,1,6.477464549438317
548920,13018.0,United Kingdom,2011-04-01 00:00:00.000,493.45,441,31,1,6.203446033716
548940,15061.0,United Kingdom,2011-04-01 00:00:00.000,81.6,96,1,0,4.414009680526933
548942,15938.0,United Kingdom,2011-04-01 00:00:00.000,105.0,84,3,1,4.663439094112067
548952,15572.0,United Kingdom,2011-04-01 00:00:00.000,427.63,205,50,1,6.060594075923562
548955,12348.0,Finland,2011-04-01 00:00:00.000,367.0,269,5,1,5.908082938168931
548968,12744.0,Singapore,2011-04-01 00:00:00.000,2118.74,1384,52,1,7.659048718635539
548969,14646.0,Netherlands,2011-04-01 00:00:00.000,1129.2,636,9,1,7.030149887195743
548970,14646.0,Netherlands,2011-04-01 00:00:00.000,1155.0,700,6,1,7.052721049232323
548971,16919.0,United Kingdom,2011-04-01 00:00:00.000,184.84,90,25,1,5.224886088462154
548973,15674.0,United Kingdom,2011-04-01 00:00:00.000,355.12,198,19,1,5.87526775270547
548974,15194.0,United Kingdom,2011-04-01 00:00:00.000,335.07,145,16,1,5.817319471598163
548975,17596.0,United Kingdom,2011-04-01 00:00:00.000,354.29,729,16,1,5.872934357401514
548978,15727.0,United Kingdom,2011-04-01 00:00:00.000,784.45,393,46,1,6.6662568019459485
548979,13798.0,United Kingdom,2011-04-01 00:00:00.000,382.82,222,3,1,5.950173692690101
548981,15442.0,United Kingdom,2011-04-01 00:00:00.000,594.0,120,2,1,6.38856140554563
548983,16906.0,United Kingdom,2011-04-01 00:00:00.000,112.69,44,21,1,4.733475446141015
548984,14546.0,United Kingdom,2011-04-01 00:00:00.000,561.29,357,96,1,6.332017731039003
548985,16422.0,United Kingdom,2011-04-01 00:00:00.000,105.0,84,1,1,4.663439094112067
548987,14535.0,United Kingdom,2011-04-01 00:00:00.000,852.87,460,92,1,6.749778957376839
548988,17618.0,United Kingdom,2011-04-01 00:00:00.000,346.5,86,13,1,5.850764665004847
548990,16170.0,United Kingdom,2011-04-01 00:00:00.000,316.02,202,16,1,5.758964863369746
548991,16915.0,United Kingdom,2011-04-01 00:00:00.000,112.49,29,23,1,4.731714727313047
548992,13089.0,United Kingdom,2011-04-01 00:00:00.000,838.08,250,32,1,6.732306053530589
548993,12753.0,Japan,2011-04-01 00:00:00.000,3599.38,1626,32,1,8.188794674429161
549007,17470.0,United Kingdom,2011-04-01 00:00:00.000,304.13,489,20,1,5.720737915305614
549012,16394.0,United Kingdom,2011-04-01 00:00:00.000,306.89,403,24,1,5.729742576325733
549014,17841.0,United Kingdom,2011-04-01 00:00:00.000,226.06,220,66,1,5.425214299736387
549015,15244.0,United Kingdom,2011-04-01 00:00:00.000,297.94,240,15,1,5.700242884357668
549016,16696.0,United Kingdom,2011-04-01 00:00:00.000,35.4,12,2,0,3.594568774642695
549017,15145.0,United Kingdom,2011-04-01 00:00:00.000,422.23,251,26,1,6.04791576650043
549018,17492.0,United Kingdom,2011-04-01 00:00:00.000,374.57,155,12,1,5.92844487193968
549020,13525.0,United Kingdom,2011-04-01 00:00:00.000,282.88,208,2,1,5.648551613656782
549021,13468.0,United Kingdom,2011-04-01 00:00:00.000,173.24,93,12,1,5.16043365918465
549022,12901.0,United Kingdom,2011-04-01 00:00:00.000,83.4,12,1,0,4.4355674016019115
549026,17409.0,United Kingdom,2011-04-01 00:00:00.000,260.55,41,5,1,5.56662546981662
549027,17857.0,United Kingdom,2011-04-01 00:00:00.000,5424.0,1600,4,1,8.59877317840866
549044,16161.0,United Kingdom,2011-04-01 00:00:00.000,345.35,165,21,1,5.847449824468614
549046,15291.0,United Kingdom,2011-04-01 00:00:00.000,303.4,72,5,1,5.718342625987531
549047,17783.0,United Kingdom,2011-04-01 00:00:00.000,112.41,53,30,1,4.731009570827239
549048,17811.0,United Kingdom,2011-04-01 00:00:00.000,113.1,42,6,1,4.73707525686803
549052,17682.0,United Kingdom,2011-04-01 00:00:00.000,365.79,185,19,1,5.90478947719715
549053,13863.0,United Kingdom,2011-04-01 00:00:00.000,305.78,224,20,1,5.726130878319963
549054,17719.0,United Kingdom,2011-04-01 00:00:00.000,312.19,109,12,1,5.746810035126719
549055,13515.0,United Kingdom,2011-04-01 00:00:00.000,203.4,180,13,1,5.320078858329549
549056,15917.0,United Kingdom,2011-04-01 00:00:00.000,123.1,42,12,1,4.821087692210561
549059,15529.0,United Kingdom,2011-04-01 00:00:00.000,198.91,99,17,1,5.2978672652676515
549099,16241.0,United Kingdom,2011-04-01 00:00:00.000,225.52,113,60,1,5.422833241245605
549101,14606.0,United Kingdom,2011-04-01 00:00:00.000,146.92,92,20,1,4.996671587078869
549102,13266.0,United Kingdom,2011-04-01 00:00:00.000,303.95,433,11,1,5.720147828742466
549104,15311.0,United Kingdom,2011-04-01 00:00:00.000,703.54,517,12,1,6.557545107583569
549105,17440.0,United Kingdom,2011-04-01 00:00:00.000,117.6,144,2,1,4.775756486563625
549106,17045.0,United Kingdom,2011-04-01 00:00:00.000,39.95,1,1,0,3.7123518102990785
549107,17440.0,United Kingdom,2011-04-01 00:00:00.000,7.02,18,1,0,2.081938421878423
549115,13098.0,United Kingdom,2011-04-01 00:00:00.000,1722.02,1120,35,1,7.451833844121618
549116,16670.0,United Kingdom,2011-04-01 00:00:00.000,554.38,444,34,1,6.319652564141498
549117,13491.0,United Kingdom,2011-04-01 00:00:00.000,136.92,192,11,1,4.926673806915383
549118,14911.0,EIRE,2011-04-01 00:00:00.000,955.99,655,65,1,6.863792942077565
549119,14220.0,United Kingdom,2011-04-01 00:00:00.000,319.42,138,10,1,5.769632635218568
549120,14587.0,United Kingdom,2011-04-01 00:00:00.000,178.4,72,34,1,5.1896179496246955
549121,17140.0,United Kingdom,2011-04-01 00:00:00.000,454.12,296,16,1,6.1205611204423915
549123,15201.0,United Kingdom,2011-04-01 00:00:00.000,301.48,308,19,1,5.712015159582678
549124,16672.0,United Kingdom,2011-04-01 00:00:00.000,480.9,150,8,1,6.177736623646287
549125,14964.0,United Kingdom,2011-04-01 00:00:00.000,206.21,143,13,1,5.333732771768991
549126,16031.0,United Kingdom,2011-04-01 00:00:00.000,305.63,219,39,1,5.725641809009095
549127,14403.0,United Kingdom,2011-04-01 00:00:00.000,790.7,274,14,1,6.674182532177388
549128,16713.0,United Kingdom,2011-04-01 00:00:00.000,305.26,167,46,1,5.724434414387062
549129,17042.0,United Kingdom,2011-04-01 00:00:00.000,265.41,325,42,1,5.585036475499256
549130,14701.0,United Kingdom,2011-04-01 00:00:00.000,273.85,128,35,1,5.616225494306669
549131,16378.0,United Kingdom,2011-04-01 00:00:00.000,75.9,42,3,0,4.3425058765115985
549148,14534.0,United Kingdom,2011-04-01 00:00:00.000,187.7,141,23,1,5.240158452374504
549153,13771.0,United Kingdom,2011-04-01 00:00:00.000,871.6,594,49,1,6.771477260689509
549154,17690.0,United Kingdom,2011-04-01 00:00:00.000,311.6,88,19,1,5.744924417987376
549169,17906.0,United Kingdom,2011-04-01 00:00:00.000,72.9,26,12,0,4.302712827954156
549182,15646.0,United Kingdom,2011-04-01 00:00:00.000,150.24,140,11,1,5.018867979022732
549183,14239.0,United Kingdom,2011-04-01 00:00:00.000,144.95,53,6,1,4.983264097300124
549185,18272.0,United Kingdom,2011-04-01 00:00:00.000,639.82,512,33,1,6.462748606253364
549186,15838.0,United Kingdom,2011-04-01 00:00:00.000,270.0,72,1,1,5.602118820879701
549187,16144.0,United Kingdom,2011-04-01 00:00:00.000,175.2,16,1,1,5.171619713502079
549188,13731.0,United Kingdom,2011-04-01 00:00:00.000,308.12,166,20,1,5.733729551024153
549189,15235.0,United Kingdom,2011-04-01 00:00:00.000,229.3,98,13,1,5.439382806826639
549190,13748.0,United Kingdom,2011-04-01 00:00:00.000,229.4,84,8,1,5.439816928821736
549192,14961.0,United Kingdom,2011-04-01 00:00:00.000,348.85,239,13,1,5.857504491191905
549193,12580.0,Germany,2011-04-01 00:00:00.000,415.7,238,24,1,6.032366538428407
549196,14911.0,EIRE,2011-04-01 00:00:00.000,356.23,271,22,1,5.878379832037821
549206,15281.0,United Kingdom,2011-04-01 00:00:00.000,104.4,32,5,1,4.657762636107262
549222,12347.0,Iceland,2011-04-01 00:00:00.000,636.25,483,24,1,6.457162043256225
549225,13777.0,United Kingdom,2011-04-01 00:00:00.000,326.4,96,3,1,5.791182664937034
549233,14912.0,Italy,2011-04-01 00:00:00.000,482.79,445,14,1,6.181650928264084
549234,16515.0,United Kingdom,2011-04-01 00:00:00.000,299.48,105,21,1,5.705381196019898
549235,15530.0,United Kingdom,2011-04-01 00:00:00.000,548.09,312,49,1,6.30826236249998
549237,13950.0,United Kingdom,2011-04-01 00:00:00.000,179.31,81,7,1,5.194677591788277
549238,14667.0,United Kingdom,2011-04-01 00:00:00.000,388.77,205,31,1,5.965556821566797
549239,13102.0,United Kingdom,2011-04-01 00:00:00.000,245.46,174,11,1,5.507199708509977
549240,15910.0,United Kingdom,2011-04-01 00:00:00.000,118.89,82,31,1,4.786574655719562
549241,15719.0,United Kingdom,2011-04-01 00:00:00.000,336.38,169,61,1,5.821209891532165
549242,14911.0,EIRE,2011-04-01 00:00:00.000,227.18,119,11,1,5.430134791168223
549243,16043.0,United Kingdom,2011-04-01 00:00:00.000,144.1,102,4,1,4.977423159890142
549245,15005.0,United Kingdom,2011-04-01 00:00:00.000,144.86,94,34,1,4.982647257556087
549246,15939.0,United Kingdom,2011-04-01 00:00:00.000,1072.2,820,10,1,6.978400118551469
549247,13752.0,United Kingdom,2011-04-01 00:00:00.000,277.6,224,16,1,5.629777061345705
549248,13892.0,United Kingdom,2011-04-01 00:00:00.000,54.52,140,3,0,4.016743316198549
549249,12423.0,Belgium,2011-04-01 00:00:00.000,255.36,248,18,1,5.546582706636026
549250,14446.0,United Kingdom,2011-04-01 00:00:00.000,303.04,318,83,1,5.71715927169784
549251,14449.0,United Kingdom,2011-04-01 00:00:00.000,189.67,191,55,1,5.250544185076353
549255,16209.0,United Kingdom,2011-04-01 00:00:00.000,305.95,245,10,1,5.726684867873505
549256,15754.0,United Kingdom,2011-04-01 00:00:00.000,91.8,36,6,0,4.530446639792155
549257,14465.0,United Kingdom,2011-04-01 00:00:00.000,186.46,85,56,1,5.23356548931834
549258,13102.0,United Kingdom,2011-04-01 00:00:00.000,329.1,216,18,1,5.799395638859147
549259,13712.0,United Kingdom,2011-04-01 00:00:00.000,228.84,352,10,1,5.437383414671034
549260,17790.0,United Kingdom,2011-04-01 00:00:00.000,107.07,39,11,1,4.6827791653150745
549261,14903.0,United Kingdom,2011-04-01 00:00:00.000,580.58,284,57,1,6.365748537732571
549262,14465.0,United Kingdom,2011-04-01 00:00:00.000,254.68,127,57,1,5.54392666257791
549263,15800.0,United Kingdom,2011-04-01 00:00:00.000,244.5,108,14,1,5.503296947234575
549272,17133.0,United Kingdom,2011-04-01 00:00:00.000,358.25,131,3,1,5.884018524959134
549273,13089.0,United Kingdom,2011-04-01 00:00:00.000,312.0,112,3,1,5.746203190540153
549274,12721.0,France,2011-04-01 00:00:00.000,366.2,239,24,1,5.905906658746336
549275,15916.0,United Kingdom,2011-04-01 00:00:00.000,158.54,62,14,1,5.0722946744829835
549276,16745.0,United Kingdom,2011-04-01 00:00:00.000,267.1,152,17,1,5.591360045241914
549277,16469.0,United Kingdom,2011-04-01 00:00:00.000,97.7,44,22,0,4.592084946439436
549278,16255.0,United Kingdom,2011-04-01 00:00:00.000,168.46,195,21,1,5.132616910770318
549279,16469.0,United Kingdom,2011-04-01 00:00:00.000,170.6,67,40,1,5.145166187053862
549280,13854.0,United Kingdom,2011-04-01 00:00:00.000,429.9,82,3,1,6.065876044621792
549281,17735.0,United Kingdom,2011-04-01 00:00:00.000,571.3,330,27,1,6.349663329415057
549282,13718.0,United Kingdom,2011-04-01 00:00:00.000,192.5,38,5,1,5.2652775124698366
549283,13005.0,United Kingdom,2011-04-01 00:00:00.000,321.65,135,18,1,5.776568144381849
549284,15694.0,United Kingdom,2011-04-01 00:00:00.000,365.4,36,2,1,5.903725632799975
549285,14981.0,United Kingdom,2011-04-01 00:00:00.000,102.12,97,8,1,4.635893358630932
549286,17928.0,United Kingdom,2011-04-01 00:00:00.000,78.26,46,17,0,4.372733587762289
549287,14527.0,United Kingdom,2011-04-01 00:00:00.000,40.41,15,6,0,3.723522397557476
549289,14395.0,United Kingdom,2011-04-01 00:00:00.000,188.13,152,22,1,5.242434609300363
549291,16261.0,United Kingdom,2011-04-01 00:00:00.000,252.52,137,50,1,5.535442715382666
549292,17869.0,United Kingdom,2011-04-01 00:00:00.000,91.09,17,10,0,4.522766359733276
549293,17883.0,United Kingdom,2011-04-01 00:00:00.000,119.35,48,19,1,4.790404164229081
549294,13230.0,United Kingdom,2011-04-01 00:00:00.000,197.3,107,50,1,5.28978103552575
549296,14619.0,United Kingdom,2011-04-01 00:00:00.000,394.44,152,20,1,5.979999068998704
549297,18061.0,United Kingdom,2011-04-01 00:00:00.000,213.8,66,6,1,5.36970736263471
549298,13015.0,United Kingdom,2011-04-01 00:00:00.000,314.6,192,19,1,5.75447558897172
549299,13995.0,United Kingdom,2011-04-01 00:00:00.000,310.45,183,17,1,5.741238811700154
549300,13362.0,United Kingdom,2011-04-01 00:00:00.000,768.83,391,41,1,6.6461697112516305
549301,16643.0,United Kingdom,2011-04-01 00:00:00.000,487.51,269,27,1,6.191359942102381
549302,14246.0,United Kingdom,2011-04-01 00:00:00.000,449.64,216,24,1,6.110668794586458
549303,18040.0,United Kingdom,2011-04-01 00:00:00.000,239.0,96,12,1,5.480638923341991
549304,16133.0,United Kingdom,2011-04-01 00:00:00.000,301.53,139,14,1,5.712180446107244
549305,15189.0,United Kingdom,2011-04-01 00:00:00.000,152.3,46,8,1,5.0323967858777685
549306,16837.0,United Kingdom,2011-04-01 00:00:00.000,148.74,98,8,1,5.0089004568025395
549307,15119.0,United Kingdom,2011-04-01 00:00:00.000,266.4,88,14,1,5.588745664667843
549308,13767.0,United Kingdom,2011-04-01 00:00:00.000,136.36,76,7,1,4.92260521658922
549309,15114.0,United Kingdom,2011-04-01 00:00:00.000,215.34,234,16,1,5.376851244202143
549310,16325.0,United Kingdom,2011-04-01 00:00:00.000,190.82,62,5,1,5.256557432299805
549311,14924.0,United Kingdom,2011-04-01 00:00:00.000,310.05,64,10,1,5.739953670961029
549312,14217.0,United Kingdom,2011-04-01 00:00:00.000,112.8,24,5,1,4.73444252169223
549313,12393.0,Australia,2011-04-01 00:00:00.000,421.6,224,17,1,6.046426105181957
549316,12705.0,Germany,2011-04-01 00:00:00.000,1321.25,757,63,1,7.187090109946089
549317,15109.0,United Kingdom,2011-04-01 00:00:00.000,484.95,131,28,1,6.18610573794948
549318,13911.0,United Kingdom,2011-04-01 00:00:00.000,247.95,105,14,1,5.5172520730881915
549319,16623.0,United Kingdom,2011-04-01 00:00:00.000,129.45,39,5,1,4.870990011582737
549320,16010.0,United Kingdom,2011-04-01 00:00:00.000,118.75,61,14,1,4.785406236291025
549321,14243.0,United Kingdom,2011-04-01 00:00:00.000,373.27,237,23,1,5.9249774620856215
549322,16558.0,United Kingdom,2011-04-01 00:00:00.000,230.98,116,14,1,5.4466511610537305
549323,12999.0,United Kingdom,2011-04-01 00:00:00.000,320.28,310,23,1,5.7723130170633095
549324,16045.0,United Kingdom,2011-04-01 00:00:00.000,196.8,107,11,1,5.287256419188612
549325,12717.0,Greece,2011-04-01 00:00:00.000,609.74,262,31,1,6.414671336692304
549353,13962.0,United Kingdom,2011-04-01 00:00:00.000,117.6,30,7,1,4.775756486563625
549360,17035.0,United Kingdom,2011-04-01 00:00:00.000,174.02,86,10,1,5.164900253107685
549368,18036.0,United Kingdom,2011-04-01 00:00:00.000,109.95,82,38,1,4.709079649378603
549372,14958.0,United Kingdom,2011-04-01 00:00:00.000,194.7,69,17,1,5.27658287440203
549387,13178.0,United Kingdom,2011-04-01 00:00:00.000,483.0,355,27,1,6.182084906716632
549412,14258.0,United Kingdom,2011-04-01 00:00:00.000,718.6,1284,5,1,6.578695502076378
549417,14258.0,United Kingdom,2011-04-01 00:00:00.000,79.8,12,1,0,4.39197696552705
549424,15367.0,United Kingdom,2011-04-01 00:00:00.000,651.6,338,29,1,6.48096438415922
549425,14030.0,United Kingdom,2011-04-01 00:00:00.000,337.67,248,44,1,5.825026181941565
549428,15815.0,United Kingdom,2011-04-01 00:00:00.000,453.0,192,5,1,6.118097198041348
549429,17001.0,United Kingdom,2011-04-01 00:00:00.000,313.5,158,13,1,5.750984076140496
549431,15874.0,United Kingdom,2011-04-01 00:00:00.000,1163.75,895,43,1,7.060261750696906
549432,14264.0,United Kingdom,2011-04-01 00:00:00.000,115.7,18,5,1,4.75960653929251
549433,16709.0,United Kingdom,2011-04-01 00:00:00.000,149.9,26,4,1,5.016617365773803
549434,12647.0,Germany,2011-04-01 00:00:00.000,350.76,88,6,1,5.8629491248725545
549435,12356.0,Portugal,2011-04-01 00:00:00.000,481.46,370,21,1,6.178898015788112
549436,18041.0,United Kingdom,2011-04-01 00:00:00.000,83.89,99,5,0,4.441356300749876
549439,13562.0,United Kingdom,2011-04-01 00:00:00.000,603.27,233,24,1,6.404021117918749
549440,17162.0,United Kingdom,2011-04-01 00:00:00.000,173.25,61,10,1,5.160491049640633
549441,17162.0,United Kingdom,2011-04-01 00:00:00.000,9.9,2,1,0,2.388762789235098
549442,16996.0,United Kingdom,2011-04-01 00:00:00.000,330.94,102,6,1,5.804954229692573
549443,15775.0,United Kingdom,2011-04-01 00:00:00.000,104.9,68,7,1,4.662495252607361
549444,16013.0,United Kingdom,2011-04-01 00:00:00.000,375.0,100,1,1,5.929589143389895
549445,17809.0,United Kingdom,2011-04-01 00:00:00.000,270.0,40,1,1,5.602118820879701
549446,17054.0,United Kingdom,2011-04-01 00:00:00.000,314.07,319,23,1,5.752794836360154
549447,17268.0,United Kingdom,2011-04-01 00:00:00.000,138.24,192,1,1,4.936199062943238
549448,13078.0,United Kingdom,2011-04-01 00:00:00.000,306.18,182,21,1,5.727433894987482
549449,14227.0,United Kingdom,2011-04-01 00:00:00.000,304.33,111,13,1,5.721393158915862
549451,16556.0,United Kingdom,2011-04-01 00:00:00.000,318.07,167,18,1,5.765410514449022
549467,13305.0,United Kingdom,2011-04-01 00:00:00.000,194.75,125,9,1,5.276838334870913
549468,17940.0,United Kingdom,2011-04-01 00:00:00.000,1867.86,1,1,1,7.533083898282899
549471,17389.0,United Kingdom,2011-04-01 00:00:00.000,73.5,72,3,0,4.310799125385514
549520,13265.0,United Kingdom,2011-04-01 00:00:00.000,817.44,720,28,1,6.707400089298359
549522,16873.0,United Kingdom,2011-04-01 00:00:00.000,528.93,341,32,1,6.272744922351736
549523,12748.0,United Kingdom,2011-04-01 00:00:00.000,32.65,7,3,0,3.5160130560907366
549526,13630.0,United Kingdom,2011-04-01 00:00:00.000,431.78,311,32,1,6.070229515743637
549538,17961.0,United Kingdom,2011-04-01 00:00:00.000,32.32,23,8,0,3.506157817298642
549539,15465.0,United Kingdom,2011-04-01 00:00:00.000,292.8,48,2,1,5.682899263739777
549541,17268.0,United Kingdom,2011-04-01 00:00:00.000,138.24,192,1,1,4.936199062943238
549542,15311.0,United Kingdom,2011-04-01 00:00:00.000,862.82,460,24,1,6.7613644137663185
549543,18118.0,United Kingdom,2011-04-01 00:00:00.000,196.25,101,57,1,5.284471959725984
549546,16889.0,United Kingdom,2011-04-01 00:00:00.000,705.56,310,57,1,6.560408124208621
549547,16359.0,United Kingdom,2011-04-01 00:00:00.000,423.4,145,14,1,6.050676406739828
549548,13548.0,United Kingdom,2011-04-01 00:00:00.000,281.01,164,59,1,5.641942531302295
549550,15038.0,United Kingdom,2011-04-01 00:00:00.000,157.6,29,26,1,5.066385309200747
549551,15955.0,United Kingdom,2011-04-01 00:00:00.000,491.79,229,19,1,6.200083119805628
549552,13508.0,United Kingdom,2011-04-01 00:00:00.000,110.97,24,12,1,4.718230978272105
549553,16931.0,United Kingdom,2011-04-01 00:00:00.000,147.06,90,26,1,4.997617597014952
549554,16779.0,United Kingdom,2011-04-01 00:00:00.000,480.34,220,15,1,6.176573881104258
549555,13606.0,United Kingdom,2011-04-01 00:00:00.000,176.61,126,34,1,5.179590135279236
549556,17372.0,United Kingdom,2011-04-01 00:00:00.000,212.12,122,47,1,5.3618553873520245
